complaint_id,complaint_time,fraud_type,fraud_amount,victim_city,time_to_withdrawal,withdrawal_city,is_high_risk
CMP_101128,2024-08-19 15:16:23,Phishing,83102.11,Chennai,848,Pune,0
CMP_101129,2023-12-11 22:12:25,OTP Scam,31058.77,Jaipur,63,Bengaluru,0
CMP_101130,2023-03-14 23:32:49,Phishing,18250.1,Kolkata,486,Kolkata,0
CMP_101131,2024-06-13 07:00:19,Phishing,46498.82,Lucknow,721,Lucknow,0
CMP_101132,2024-07-19 23:16:23,OTP Scam,6640.89,Jaipur,66,Jaipur,0
CMP_101133,2023-06-04 08:28:37,UPI Fraud,19881.87,Indore,11,Mumbai,0
CMP_101134,2023-06-19 03:52:01,Fake Loan App,390754.15,Lucknow,543,Lucknow,0
CMP_101135,2023-09-10 02:37:11,UPI Fraud,54264.25,Kolkata,20,Delhi,1
CMP_101136,2023-02-02 14:48:47,Online Shopping Scam,89062.41,Hyderabad,1033,Hyderabad,0
CMP_101137,2023-05-01 09:15:33,Phishing,52753.25,Indore,243,Indore,0
CMP_101138,2024-01-24 03:59:10,Credit Card Fraud,246758.62,Bengaluru,1340,Bengaluru,0
CMP_101139,2023-10-04 03:19:47,Fake Loan App,67335.75,Mumbai,1158,Kolkata,0
CMP_101140,2023-04-08 17:35:37,Fake Loan App,213911.23,Jaipur,708,Delhi,0
CMP_101141,2024-09-04 11:51:28,OTP Scam,51504.69,Indore,49,Mumbai,1
CMP_101142,2023-05-30 04:22:02,Fake Loan App,122615.1,Kolkata,335,Kolkata,0
CMP_101143,2023-01-31 16:07:11,Online Shopping Scam,74418.66,Pune,956,Pune,0
CMP_101144,2024-02-26 13:17:47,Phishing,85615.64,Chennai,448,Chennai,0
CMP_101145,2024-02-27 05:49:17,UPI Fraud,22652.27,Pune,98,Pune,0
CMP_101146,2024-11-04 22:23:20,OTP Scam,29285.05,Pune,115,Pune,0
CMP_101147,2023-02-23 11:57:09,Online Shopping Scam,57554.79,Indore,980,Indore,0
CMP_101148,2023-07-24 13:11:10,OTP Scam,26027.05,Lucknow,63,Lucknow,0
CMP_101149,2024-05-10 13:40:04,UPI Fraud,9614.7,Delhi,98,Delhi,0
CMP_101150,2023-01-15 12:57:48,OTP Scam,57749.1,Chennai,51,Delhi,1
CMP_101151,2024-07-14 04:12:50,Phishing,26011.96,Chennai,1133,Chennai,0
CMP_101152,2024-08-17 18:19:05,OTP Scam,25717.23,Pune,83,Pune,0
CMP_101153,2023-11-15 07:18:36,OTP Scam,62724.31,Lucknow,19,Lucknow,1
CMP_101154,2023-02-04 00:04:02,OTP Scam,63105.56,Delhi,21,Mumbai,1
CMP_101155,2023-03-25 03:39:10,UPI Fraud,55879.41,Delhi,17,Delhi,1
CMP_101156,2023-10-29 20:00:25,UPI Fraud,24471.39,Kolkata,72,Kolkata,0
CMP_101157,2024-04-03 03:14:23,UPI Fraud,21546.55,Lucknow,82,Kolkata,0
CMP_101158,2023-01-11 03:56:33,Phishing,77479.11,Kolkata,487,Kolkata,0
CMP_101159,2024-12-22 02:41:58,Credit Card Fraud,220692.75,Delhi,223,Delhi,0
CMP_101160,2024-05-11 04:52:15,OTP Scam,93582.04,Mumbai,52,Delhi,1
CMP_101161,2024-04-24 22:46:14,Fake Loan App,383817.73,Kolkata,204,Delhi,0
CMP_101162,2023-03-02 12:49:14,Credit Card Fraud,311413.28,Indore,1123,Indore,0
CMP_101163,2024-07-17 04:12:04,Credit Card Fraud,389040.84,Chennai,455,Chennai,0
CMP_101164,2023-07-13 05:16:44,Phishing,4456.24,Delhi,426,Delhi,0
CMP_101165,2024-03-09 12:30:49,OTP Scam,92909.97,Delhi,18,Kolkata,1
CMP_101166,2024-06-07 21:27:09,UPI Fraud,24510.38,Delhi,90,Delhi,0
CMP_101167,2023-03-22 00:35:33,OTP Scam,91581.62,Jaipur,56,Jaipur,1
CMP_101168,2024-02-19 16:37:34,UPI Fraud,18176.11,Delhi,61,Jaipur,0
CMP_101169,2024-12-01 23:32:21,UPI Fraud,6496.98,Kolkata,46,Delhi,0
CMP_101170,2023-11-17 06:38:09,UPI Fraud,56089.16,Chennai,60,Kolkata,1
CMP_101171,2023-07-06 23:23:37,Online Shopping Scam,37222.7,Pune,498,Pune,0
CMP_101172,2024-03-03 09:11:34,Phishing,82859.0,Pune,580,Pune,0
CMP_101173,2023-12-18 09:24:43,Phishing,28997.31,Bengaluru,873,Bengaluru,0
CMP_101174,2023-01-27 22:09:47,UPI Fraud,3980.28,Bengaluru,81,Bengaluru,0
CMP_101175,2023-04-15 22:10:48,UPI Fraud,5108.42,Kolkata,43,Kolkata,0
CMP_101176,2023-06-22 03:01:04,UPI Fraud,61534.9,Bengaluru,103,Jaipur,1
CMP_101177,2023-08-03 08:12:49,UPI Fraud,84962.81,Kolkata,70,Kolkata,1
CMP_101178,2023-05-01 05:22:33,Credit Card Fraud,258101.85,Pune,379,Pune,0
CMP_101179,2023-10-13 02:55:15,UPI Fraud,28879.99,Lucknow,36,Lucknow,0
CMP_101180,2024-09-21 23:31:10,Credit Card Fraud,342275.78,Delhi,1228,Delhi,0
CMP_101181,2024-12-13 23:46:25,OTP Scam,62646.26,Bengaluru,46,Kolkata,1
CMP_101182,2024-10-03 08:15:40,Phishing,32003.16,Delhi,1240,Lucknow,0
CMP_101183,2023-03-16 01:42:53,UPI Fraud,83622.61,Jaipur,43,Jaipur,1
CMP_101184,2023-10-24 22:58:06,Online Shopping Scam,45828.56,Pune,744,Pune,0
CMP_101185,2024-09-26 16:37:31,Phishing,10143.69,Jaipur,306,Jaipur,0
CMP_101186,2023-06-26 02:19:25,UPI Fraud,45429.1,Mumbai,113,Mumbai,0
CMP_101187,2023-01-09 21:09:08,UPI Fraud,1497.63,Pune,85,Pune,0
CMP_101188,2023-08-25 17:34:27,Fake Loan App,378076.8,Jaipur,713,Jaipur,0
CMP_101189,2023-04-27 04:22:25,Credit Card Fraud,453136.29,Chennai,512,Chennai,0
CMP_101190,2024-06-07 05:28:15,Phishing,94211.76,Delhi,864,Bengaluru,0
CMP_101191,2024-08-07 17:57:30,UPI Fraud,66688.84,Lucknow,69,Kolkata,1
CMP_101192,2024-09-02 18:58:03,UPI Fraud,88574.1,Hyderabad,21,Kolkata,1
CMP_101193,2024-08-01 04:16:45,UPI Fraud,30586.86,Delhi,15,Delhi,0
CMP_101194,2023-12-04 11:30:04,UPI Fraud,73241.48,Bengaluru,21,Delhi,1
CMP_101195,2023-06-03 21:00:38,UPI Fraud,83263.97,Pune,88,Delhi,1
CMP_101196,2024-07-25 09:50:27,OTP Scam,53614.04,Pune,36,Pune,1
CMP_101197,2023-09-09 04:49:47,Fake Loan App,475450.84,Hyderabad,1239,Hyderabad,0
CMP_101198,2024-06-05 18:16:55,OTP Scam,63591.58,Jaipur,51,Delhi,1
CMP_101199,2024-04-06 06:40:20,UPI Fraud,36158.03,Kolkata,103,Kolkata,0
CMP_101200,2023-09-29 15:11:10,Fake Loan App,466461.91,Bengaluru,965,Bengaluru,0
CMP_101201,2023-12-09 01:12:00,Credit Card Fraud,331944.94,Bengaluru,825,Bengaluru,0
CMP_101202,2024-07-19 19:58:38,UPI Fraud,56497.4,Hyderabad,19,Kolkata,1
CMP_101203,2024-04-27 08:19:28,UPI Fraud,78218.84,Lucknow,116,Kolkata,1
CMP_101204,2023-09-24 15:02:31,UPI Fraud,10124.63,Pune,19,Pune,0
CMP_101205,2024-01-01 01:47:26,UPI Fraud,7656.18,Mumbai,73,Mumbai,0
CMP_101206,2024-02-29 10:05:08,OTP Scam,4211.9,Kolkata,38,Kolkata,0
CMP_101207,2024-04-28 22:20:40,UPI Fraud,57229.46,Pune,23,Pune,1
CMP_101208,2023-10-20 12:27:25,UPI Fraud,79563.49,Kolkata,89,Kolkata,1
CMP_101209,2023-02-16 02:03:57,OTP Scam,24767.0,Mumbai,64,Mumbai,0
CMP_101210,2023-01-07 02:42:37,Phishing,6223.76,Delhi,1411,Delhi,0
CMP_101211,2023-03-25 04:14:31,Credit Card Fraud,120995.6,Delhi,839,Delhi,0
CMP_101212,2024-07-05 03:31:29,UPI Fraud,58185.54,Pune,115,Mumbai,1
CMP_101213,2023-06-04 11:18:08,OTP Scam,82248.92,Pune,63,Pune,1
CMP_101214,2023-01-31 02:21:18,OTP Scam,79599.01,Delhi,67,Delhi,1
CMP_101215,2023-09-27 08:26:45,Credit Card Fraud,86457.55,Pune,787,Pune,0
CMP_101216,2023-07-03 11:10:33,Credit Card Fraud,246244.73,Pune,1086,Pune,0
CMP_101217,2023-02-18 03:56:40,Credit Card Fraud,99509.47,Jaipur,852,Pune,0
CMP_101218,2024-09-24 22:03:57,OTP Scam,78369.06,Chennai,76,Kolkata,1
CMP_101219,2023-09-23 11:21:20,Phishing,68240.72,Lucknow,1405,Lucknow,0
CMP_101220,2024-07-20 22:07:46,Fake Loan App,270470.35,Lucknow,1314,Chennai,0
CMP_101221,2024-06-17 01:36:19,UPI Fraud,25727.44,Mumbai,24,Mumbai,0
CMP_101222,2023-08-31 15:14:12,Online Shopping Scam,56656.69,Kolkata,734,Kolkata,0
CMP_101223,2023-04-13 00:37:38,UPI Fraud,12519.49,Bengaluru,74,Bengaluru,0
CMP_101224,2023-06-07 03:20:09,OTP Scam,5360.0,Bengaluru,44,Bengaluru,0
CMP_101225,2024-11-28 23:55:22,Phishing,36111.95,Hyderabad,336,Hyderabad,0
CMP_101226,2024-12-07 01:01:37,Fake Loan App,470689.76,Jaipur,357,Jaipur,0
CMP_101227,2024-03-14 17:27:38,UPI Fraud,44379.49,Kolkata,45,Kolkata,0
CMP_101228,2024-02-18 23:07:23,UPI Fraud,11481.56,Hyderabad,20,Hyderabad,0
CMP_101229,2024-10-14 01:50:01,UPI Fraud,67906.47,Chennai,98,Kolkata,1
CMP_101230,2023-11-18 14:16:04,UPI Fraud,18996.11,Hyderabad,43,Hyderabad,0
CMP_101231,2024-12-26 06:42:24,UPI Fraud,17652.16,Mumbai,86,Bengaluru,0
CMP_101232,2023-08-01 01:06:49,UPI Fraud,50740.3,Indore,21,Indore,1
CMP_101233,2024-04-20 08:09:49,UPI Fraud,83813.35,Kolkata,82,Kolkata,1
CMP_101234,2023-06-30 22:22:46,UPI Fraud,32342.09,Bengaluru,15,Bengaluru,0
CMP_101235,2024-01-06 05:45:33,Phishing,32167.76,Mumbai,1390,Mumbai,0
CMP_101236,2024-10-23 20:50:38,Fake Loan App,219944.37,Mumbai,1030,Mumbai,0
CMP_101237,2023-05-31 04:48:27,OTP Scam,15497.19,Chennai,6,Pune,0
CMP_101238,2023-11-17 01:48:55,Online Shopping Scam,24477.3,Hyderabad,478,Hyderabad,0
CMP_101239,2024-12-21 02:27:22,OTP Scam,50547.25,Lucknow,61,Kolkata,1
CMP_101240,2023-09-10 08:29:36,Credit Card Fraud,261906.77,Chennai,565,Chennai,0
CMP_101241,2024-08-25 04:46:28,Online Shopping Scam,22305.24,Jaipur,700,Jaipur,0
CMP_101242,2024-12-30 10:49:20,Phishing,27927.86,Delhi,1276,Delhi,0
CMP_101243,2024-05-13 04:26:50,Fake Loan App,168929.45,Delhi,138,Delhi,0
CMP_101244,2023-12-17 18:36:46,OTP Scam,35234.8,Pune,117,Pune,0
CMP_101245,2023-07-10 20:35:00,OTP Scam,44616.78,Delhi,55,Hyderabad,0
CMP_101246,2023-01-31 11:42:11,UPI Fraud,62315.0,Lucknow,71,Bengaluru,1
CMP_101247,2023-05-28 04:56:00,Online Shopping Scam,19922.08,Delhi,683,Mumbai,0
CMP_101248,2023-08-11 01:50:03,Phishing,93914.45,Kolkata,925,Kolkata,0
CMP_101249,2024-12-14 00:29:48,Phishing,88824.81,Chennai,1383,Chennai,0
CMP_101250,2024-07-15 07:06:45,UPI Fraud,55099.4,Indore,28,Mumbai,1
CMP_101251,2024-06-24 16:30:29,UPI Fraud,42396.33,Indore,55,Indore,0
CMP_101252,2023-12-17 05:37:17,OTP Scam,72699.02,Lucknow,119,Kolkata,1
CMP_101253,2023-12-20 03:44:33,Phishing,66510.15,Hyderabad,1388,Mumbai,0
CMP_101254,2024-09-10 23:05:45,Phishing,24264.43,Chennai,293,Chennai,0
CMP_101255,2024-05-07 11:57:59,Online Shopping Scam,31155.63,Delhi,1132,Mumbai,0
CMP_101256,2024-07-18 13:54:37,Online Shopping Scam,42543.11,Pune,1107,Pune,0
CMP_101257,2023-05-05 04:44:45,UPI Fraud,42580.4,Bengaluru,53,Bengaluru,0
CMP_101258,2023-05-13 17:31:36,UPI Fraud,3836.59,Lucknow,77,Pune,0
CMP_101259,2024-11-01 00:11:50,OTP Scam,32056.94,Lucknow,103,Hyderabad,0
CMP_101260,2023-11-22 21:34:10,Online Shopping Scam,54875.67,Jaipur,973,Jaipur,0
CMP_101261,2023-05-21 00:12:05,Online Shopping Scam,38097.48,Jaipur,67,Jaipur,0
CMP_101262,2023-07-16 05:54:50,Phishing,41639.08,Delhi,1081,Delhi,0
CMP_101263,2023-01-05 11:11:52,UPI Fraud,32437.9,Hyderabad,68,Hyderabad,0
CMP_101264,2024-04-02 09:11:21,OTP Scam,93109.44,Hyderabad,63,Mumbai,1
CMP_101265,2024-04-11 02:39:50,UPI Fraud,87198.16,Kolkata,85,Kolkata,1
CMP_101266,2023-02-07 22:41:45,UPI Fraud,75494.37,Hyderabad,49,Hyderabad,1
CMP_101267,2024-06-02 01:43:00,Credit Card Fraud,226632.45,Bengaluru,1295,Bengaluru,0
CMP_101268,2024-12-15 23:26:51,Credit Card Fraud,349964.72,Hyderabad,425,Hyderabad,0
CMP_101269,2023-08-09 21:14:15,UPI Fraud,57627.59,Chennai,93,Kolkata,1
CMP_101270,2024-03-12 05:47:33,Online Shopping Scam,55194.07,Indore,1245,Indore,0
CMP_101271,2023-01-28 02:20:24,UPI Fraud,36746.4,Pune,52,Mumbai,0
CMP_101272,2024-09-29 04:53:35,Phishing,4432.6,Bengaluru,1187,Bengaluru,0
CMP_101273,2024-01-01 02:21:43,Fake Loan App,104783.32,Pune,1139,Pune,0
CMP_101274,2023-06-12 23:48:04,UPI Fraud,88722.52,Hyderabad,83,Kolkata,1
CMP_101275,2024-05-03 13:00:39,UPI Fraud,23769.38,Bengaluru,16,Bengaluru,0
CMP_101276,2024-06-18 21:26:46,Fake Loan App,438807.84,Indore,648,Indore,0
CMP_101277,2024-10-20 12:05:58,Phishing,55012.63,Mumbai,1136,Mumbai,0
CMP_101278,2024-04-29 02:06:46,UPI Fraud,16475.38,Chennai,21,Chennai,0
CMP_101279,2024-01-21 13:30:33,Phishing,4458.99,Mumbai,1354,Mumbai,0
CMP_101280,2024-09-19 01:45:44,Phishing,45008.3,Kolkata,654,Hyderabad,0
CMP_101281,2023-01-02 05:40:13,Online Shopping Scam,79587.99,Bengaluru,301,Indore,0
CMP_101282,2023-06-11 00:55:36,Credit Card Fraud,322571.92,Chennai,909,Chennai,0
CMP_101283,2023-09-17 06:20:19,OTP Scam,44001.79,Lucknow,108,Lucknow,0
CMP_101284,2023-01-09 18:35:46,UPI Fraud,33698.18,Delhi,93,Delhi,0
CMP_101285,2024-09-05 02:32:42,Credit Card Fraud,325982.0,Kolkata,1186,Kolkata,0
CMP_101286,2023-01-05 03:21:42,Online Shopping Scam,69219.68,Delhi,871,Kolkata,0
CMP_101287,2024-04-23 10:56:53,Phishing,60716.02,Mumbai,419,Mumbai,0
CMP_101288,2024-10-09 15:37:48,UPI Fraud,47624.06,Delhi,91,Delhi,0
CMP_101289,2024-01-04 13:19:46,Fake Loan App,392650.48,Kolkata,1382,Kolkata,0
CMP_101290,2023-05-01 16:36:37,UPI Fraud,86690.68,Bengaluru,119,Lucknow,1
CMP_101291,2023-12-26 05:04:01,UPI Fraud,10233.87,Bengaluru,57,Bengaluru,0
CMP_101292,2023-02-13 12:19:51,Fake Loan App,301178.5,Mumbai,673,Mumbai,0
CMP_101293,2024-06-10 18:31:12,OTP Scam,1535.09,Pune,73,Pune,0
CMP_101294,2024-03-24 11:28:19,UPI Fraud,28316.35,Indore,107,Lucknow,0
CMP_101295,2024-09-10 02:27:59,Fake Loan App,124333.08,Jaipur,365,Jaipur,0
CMP_101296,2023-01-25 05:06:35,OTP Scam,22652.68,Chennai,53,Chennai,0
CMP_101297,2024-10-16 04:11:54,Fake Loan App,114043.65,Indore,1278,Indore,0
CMP_101298,2024-08-30 15:56:52,OTP Scam,5454.69,Indore,95,Mumbai,0
CMP_101299,2024-07-05 04:05:37,UPI Fraud,59820.04,Jaipur,68,Mumbai,1
CMP_101300,2024-10-06 06:12:28,Phishing,9078.27,Mumbai,502,Mumbai,0
CMP_101301,2023-05-16 22:49:26,OTP Scam,48788.63,Mumbai,30,Delhi,0
CMP_101302,2023-12-11 16:32:55,Fake Loan App,364884.72,Pune,1048,Mumbai,0
CMP_101303,2023-04-30 05:46:04,Fake Loan App,482998.33,Chennai,1132,Chennai,0
CMP_101304,2023-09-12 23:52:18,Credit Card Fraud,286320.59,Jaipur,1117,Jaipur,0
CMP_101305,2023-04-14 22:29:37,UPI Fraud,55122.94,Chennai,54,Mumbai,1
CMP_101306,2023-01-04 04:36:48,OTP Scam,86437.9,Pune,10,Mumbai,1
CMP_101307,2023-03-09 15:12:44,OTP Scam,30041.99,Hyderabad,118,Hyderabad,0
CMP_101308,2024-02-09 08:16:18,Fake Loan App,160864.33,Hyderabad,699,Hyderabad,0
CMP_101309,2024-08-12 03:20:58,Fake Loan App,294785.76,Kolkata,489,Kolkata,0
CMP_101310,2023-05-30 03:49:39,Phishing,27923.5,Chennai,963,Chennai,0
CMP_101311,2023-07-31 02:07:34,Fake Loan App,320518.68,Kolkata,91,Delhi,1
CMP_101312,2023-03-21 03:35:49,Fake Loan App,282723.43,Kolkata,712,Kolkata,0
CMP_101313,2024-07-01 02:06:16,Phishing,81530.01,Delhi,1235,Delhi,0
CMP_101314,2023-02-25 08:03:48,OTP Scam,91921.36,Mumbai,119,Delhi,1
CMP_101315,2023-04-12 22:06:18,Phishing,40800.69,Jaipur,845,Jaipur,0
CMP_101316,2023-11-28 05:53:51,UPI Fraud,30579.5,Delhi,95,Delhi,0
CMP_101317,2024-04-05 09:46:36,Phishing,32949.93,Bengaluru,973,Bengaluru,0
CMP_101318,2023-08-31 16:18:57,Phishing,10117.78,Jaipur,465,Hyderabad,0
CMP_101319,2024-06-05 01:55:41,Credit Card Fraud,262086.05,Pune,220,Indore,0
CMP_101320,2024-08-10 00:04:09,UPI Fraud,66960.52,Chennai,77,Chennai,1
CMP_101321,2024-12-15 08:14:46,UPI Fraud,24789.61,Kolkata,17,Kolkata,0
CMP_101322,2024-06-15 15:35:39,Credit Card Fraud,77627.59,Kolkata,1013,Kolkata,0
CMP_101323,2023-06-23 02:58:51,Online Shopping Scam,44966.25,Pune,804,Pune,0
CMP_101324,2024-06-27 09:45:42,OTP Scam,99561.32,Bengaluru,47,Delhi,1
CMP_101325,2023-12-19 01:48:31,UPI Fraud,48169.67,Delhi,13,Delhi,0
CMP_101326,2023-09-30 23:19:54,UPI Fraud,67578.22,Pune,113,Pune,1
CMP_101327,2024-04-14 11:34:57,Credit Card Fraud,350380.35,Delhi,1100,Delhi,0
CMP_101328,2024-09-27 00:17:25,Fake Loan App,72879.67,Hyderabad,279,Hyderabad,0
CMP_101329,2024-05-19 02:34:06,OTP Scam,75593.74,Hyderabad,64,Kolkata,1
CMP_101330,2024-04-27 00:30:45,Credit Card Fraud,367822.1,Indore,846,Indore,0
CMP_101331,2023-06-11 17:50:25,UPI Fraud,44860.34,Chennai,80,Chennai,0
CMP_101332,2023-12-05 03:34:52,OTP Scam,24021.59,Jaipur,48,Jaipur,0
CMP_101333,2023-07-03 23:47:08,Phishing,96384.51,Bengaluru,1235,Lucknow,0
CMP_101334,2023-03-30 19:07:57,UPI Fraud,28506.67,Indore,64,Indore,0
CMP_101335,2023-03-17 20:24:02,Phishing,6645.66,Kolkata,420,Kolkata,0
CMP_101336,2023-11-12 23:43:34,Online Shopping Scam,47942.27,Kolkata,1281,Lucknow,0
CMP_101337,2023-10-22 07:24:47,UPI Fraud,93321.91,Mumbai,87,Kolkata,1
CMP_101338,2024-09-26 22:48:36,UPI Fraud,40517.51,Hyderabad,23,Hyderabad,0
CMP_101339,2023-12-18 20:03:18,UPI Fraud,61750.15,Delhi,54,Kolkata,1
CMP_101340,2023-06-09 17:48:41,OTP Scam,58729.89,Pune,45,Pune,1
CMP_101341,2024-06-11 19:53:47,OTP Scam,8389.2,Kolkata,60,Hyderabad,0
CMP_101342,2024-12-11 19:02:03,UPI Fraud,70472.09,Bengaluru,16,Bengaluru,1
CMP_101343,2024-02-01 10:59:26,Online Shopping Scam,3072.48,Jaipur,321,Indore,0
CMP_101344,2023-02-18 11:25:01,Online Shopping Scam,83487.23,Pune,1184,Indore,0
CMP_101345,2023-01-01 15:43:13,Online Shopping Scam,63183.83,Delhi,795,Delhi,0
CMP_101346,2023-08-08 04:45:41,Fake Loan App,160547.09,Pune,541,Pune,0
CMP_101347,2024-04-03 09:27:07,Credit Card Fraud,397107.27,Mumbai,711,Indore,0
CMP_101348,2023-11-12 08:59:50,UPI Fraud,7141.64,Bengaluru,74,Bengaluru,0
CMP_101349,2023-05-15 16:35:55,Phishing,17439.2,Bengaluru,445,Bengaluru,0
CMP_101350,2024-10-17 00:46:01,Fake Loan App,498897.2,Hyderabad,914,Hyderabad,0
CMP_101351,2024-11-08 20:58:20,UPI Fraud,12399.47,Jaipur,22,Jaipur,0
CMP_101352,2024-05-18 05:42:05,Online Shopping Scam,1018.47,Chennai,954,Pune,0
CMP_101353,2023-04-16 04:55:36,Fake Loan App,40108.68,Kolkata,993,Indore,0
CMP_101354,2024-06-24 03:01:07,Online Shopping Scam,65227.77,Mumbai,931,Mumbai,0
CMP_101355,2023-12-19 22:31:29,UPI Fraud,18871.3,Indore,75,Kolkata,0
CMP_101356,2023-10-26 19:36:07,Credit Card Fraud,64492.29,Hyderabad,440,Hyderabad,0
CMP_101357,2023-01-06 18:30:18,UPI Fraud,17091.26,Mumbai,113,Hyderabad,0
CMP_101358,2024-07-07 03:03:55,OTP Scam,21674.26,Lucknow,57,Hyderabad,0
CMP_101359,2024-03-23 15:59:11,Credit Card Fraud,301662.57,Indore,137,Indore,0
CMP_101360,2024-07-01 11:57:46,Phishing,12531.31,Jaipur,1248,Jaipur,0
CMP_101361,2024-06-20 02:29:07,OTP Scam,54487.61,Indore,71,Indore,1
CMP_101362,2023-03-10 23:43:34,UPI Fraud,30336.25,Bengaluru,86,Bengaluru,0
CMP_101363,2024-03-26 05:03:26,UPI Fraud,43844.38,Hyderabad,11,Chennai,0
CMP_101364,2024-02-20 13:44:34,Phishing,94017.29,Lucknow,1020,Lucknow,0
CMP_101365,2024-12-04 18:05:27,Credit Card Fraud,256220.53,Pune,738,Pune,0
CMP_101366,2024-09-11 00:02:33,Credit Card Fraud,318745.63,Hyderabad,1283,Mumbai,0
CMP_101367,2024-07-18 15:44:05,UPI Fraud,20324.52,Delhi,38,Delhi,0
CMP_101368,2024-01-03 12:21:05,UPI Fraud,98787.2,Lucknow,78,Lucknow,1
CMP_101369,2024-09-20 06:54:36,UPI Fraud,72484.54,Jaipur,8,Mumbai,1
CMP_101370,2024-01-28 02:16:40,Credit Card Fraud,217101.46,Chennai,331,Chennai,0
CMP_101371,2023-08-02 18:25:07,Phishing,89611.46,Lucknow,89,Chennai,1
CMP_101372,2024-12-07 22:04:50,OTP Scam,62175.22,Kolkata,24,Delhi,1
CMP_101373,2023-05-17 01:31:52,OTP Scam,2277.82,Delhi,28,Chennai,0
CMP_101374,2024-10-31 23:09:49,UPI Fraud,64751.7,Chennai,81,Mumbai,1
CMP_101375,2024-01-21 05:08:45,Credit Card Fraud,452177.61,Pune,905,Chennai,0
CMP_101376,2023-07-04 19:39:42,Online Shopping Scam,83701.88,Lucknow,1365,Lucknow,0
CMP_101377,2024-03-24 18:10:42,UPI Fraud,20741.75,Hyderabad,49,Hyderabad,0
CMP_101378,2023-07-25 08:41:21,UPI Fraud,80178.55,Pune,19,Mumbai,1
CMP_101379,2024-01-05 21:36:24,OTP Scam,63514.42,Indore,100,Kolkata,1
CMP_101380,2023-07-01 11:45:45,Credit Card Fraud,212929.12,Kolkata,858,Kolkata,0
CMP_101381,2023-04-23 17:47:20,Fake Loan App,118038.94,Kolkata,950,Kolkata,0
CMP_101382,2024-12-21 04:40:50,Credit Card Fraud,20300.34,Pune,842,Pune,0
CMP_101383,2024-02-16 20:38:24,Phishing,60831.57,Lucknow,144,Lucknow,0
CMP_101384,2024-02-17 16:01:33,UPI Fraud,83886.48,Kolkata,113,Kolkata,1
CMP_101385,2024-10-28 02:17:34,UPI Fraud,62907.67,Bengaluru,107,Bengaluru,1
CMP_101386,2023-10-31 19:38:04,UPI Fraud,21027.1,Bengaluru,91,Pune,0
CMP_101387,2024-07-24 08:35:41,UPI Fraud,85625.77,Bengaluru,103,Kolkata,1
CMP_101388,2024-06-20 03:43:14,UPI Fraud,84075.51,Hyderabad,45,Hyderabad,1
CMP_101389,2024-10-07 04:06:57,Credit Card Fraud,13593.73,Bengaluru,1135,Bengaluru,0
CMP_101390,2023-12-13 08:57:54,Phishing,57812.72,Bengaluru,640,Bengaluru,0
CMP_101391,2023-01-27 23:03:04,OTP Scam,56229.49,Chennai,81,Chennai,1
CMP_101392,2024-04-10 13:20:44,Phishing,10702.76,Pune,305,Pune,0
CMP_101393,2024-04-14 00:57:36,OTP Scam,90373.62,Delhi,19,Delhi,1
CMP_101394,2023-12-29 16:40:58,Credit Card Fraud,171891.82,Jaipur,215,Jaipur,0
CMP_101395,2024-12-17 16:17:19,UPI Fraud,8641.57,Indore,103,Indore,0
CMP_101396,2024-12-02 16:26:16,Phishing,13205.09,Indore,722,Indore,0
CMP_101397,2024-08-29 22:24:10,UPI Fraud,6851.48,Pune,54,Pune,0
CMP_101398,2023-02-16 02:11:27,Fake Loan App,475000.53,Mumbai,962,Mumbai,0
CMP_101399,2024-12-22 04:11:11,Online Shopping Scam,10022.92,Mumbai,1381,Mumbai,0
CMP_101400,2023-04-22 17:58:46,Fake Loan App,93237.57,Bengaluru,943,Bengaluru,0
CMP_101401,2024-05-14 05:45:33,UPI Fraud,76831.19,Indore,38,Delhi,1
CMP_101402,2024-03-19 18:38:04,Phishing,98865.46,Bengaluru,973,Bengaluru,0
CMP_101403,2024-01-22 22:59:34,Online Shopping Scam,55436.55,Jaipur,137,Jaipur,0
CMP_101404,2023-07-26 03:57:09,UPI Fraud,39921.57,Chennai,55,Chennai,0
CMP_101405,2024-02-05 07:26:07,Phishing,18724.13,Mumbai,1064,Mumbai,0
CMP_101406,2023-11-10 17:28:45,Fake Loan App,277995.15,Mumbai,203,Mumbai,0
CMP_101407,2023-01-03 13:39:13,UPI Fraud,78381.62,Mumbai,93,Kolkata,1
CMP_101408,2024-03-16 14:11:32,OTP Scam,99258.95,Chennai,50,Mumbai,1
CMP_101409,2023-02-12 20:54:11,OTP Scam,83231.65,Jaipur,87,Delhi,1
CMP_101410,2023-09-22 05:48:47,Fake Loan App,372444.62,Pune,653,Pune,0
CMP_101411,2023-05-18 04:24:13,UPI Fraud,80116.64,Mumbai,54,Kolkata,1
CMP_101412,2023-10-31 00:04:44,UPI Fraud,73424.65,Delhi,85,Kolkata,1
CMP_101413,2024-11-18 13:35:16,Credit Card Fraud,43306.92,Delhi,448,Delhi,0
CMP_101414,2023-05-30 01:31:33,Online Shopping Scam,89123.67,Bengaluru,856,Bengaluru,0
CMP_101415,2024-02-24 20:37:13,Credit Card Fraud,341123.03,Kolkata,1083,Kolkata,0
CMP_101416,2024-10-09 23:33:09,Credit Card Fraud,38996.77,Bengaluru,93,Bengaluru,0
